"","( Incluye almendra, avellana, castaña, nuez, pistacho, etc.)",,0130 p,01300 p
011.39,Cultivo de frutas n.c.p.,1110 p,0113 p,01100 p
"","( Incluye ananá, banana, higo, kiwi, mamón, palta, uva de mesa, etc.)",,0130 p,01300 p
011.4,"Cultivos industriales, de especias y de plantas aromáticas y medicinales",,,
011.41,Cultivo de plantas para la obtención de fibras,1110 p,0111 p,01100 p
"","(Incluye abacá, cáñamo, formio, lino textil, maíz de Guinea, ramio, yute, etc.)",,0130 p,01300 p
011.42,Cultivo de plantas sacaríferas,1110 p,0111 p,01100 p
"",(Incluye remolacha azucarera),,0130 p,01300 p
011.43,Cultivo de vid para vinificar,1110 p,0113 p,01100 p
"",,,0130 p,01300 p
011.44,Cultivo de plantas para preparar bebidas,1110 p,0113 p,01100 p
"",,,0130 p,01300 p
011.45,Cultivo de tabaco,1110 p,0111 p,01100 p
"",,,0130 p,01300 p
011.46,Cultivo de especias y de plantas aromáticas y medicinales,1110 p,0113 p,01100 p
"",,,0130 p,01300 p
011.49,Cultivos industriales n.c.p.,1110 p,0111 p,01100 p
"","( Incluye olivo para conserva, palmitos, etc.)",,0130 p,01300 p
011.5,Producción de semillas y otras formas de propagación de cultivos agrícolas,,,
011.51,Producción de semillas,1110 p,0111 p,01100 p
"","(Incluyelaproduccióndesemillashíbridasyvarietalesoautofecundadasdecereales,deoleaginosas,de forrajeras, de cultivos industriales, y de semillas de frutales, hortalizas, legumbres,flores, etc.)",,0112 p,01300 p
"",,,0113 p,
"",,,0130 p,
011.52,Producción de otras formas de propagación de cultivos agrícolas,1110 p,0111 p,01100 p
"CódigoClaNAE-97",Descripción de la actividad del ClaNAE-97,"CódigoCIIU-2","CódigoCIIU-3","CódigoCLACNE94"
"","(Incluye gajos, bulbos, estacas enraizadas o no, esquejes, plantines, etc.)",,0112 p,01300 p
"",,,0113 p,
"",,,0130 p,
012,Cría de animales,,,
012.1,"Cría de ganado y producción de leche , lana y pelos",,,
012.11,Cría de ganado bovino -excepto la realizada en cabañas y para la producción de leche-,1110 p,0121 p,01200 p
"",,,0130 p,01300 p
012.12,Cría de ganado ovino -excepto la realizada en cabañas y para la producción de lana-,1110 p,0121 p,01200 p
"",,,0130 p,01300 p
012.13,Cría de ganado porcino -excepto en cabañas-,1110 p,0122p,01200 p
"",,,0130p,01300 p
012.14,Cría de ganado equino -excepto en haras-,1110 p,0121 p,01200 p
"",(Incluye ganado equino para trabajo),,0130 p,01300 p
012.15,Cría de ganado caprino -excepto en cabañas y para la producción de leche-,1110 p,0121 p,01200 p
"",,,0130 p,01300 p
012.16,Cría de ganado en cabañas y haras,1110 p,0121 p,01200p
"",( Incluye la producción de semen),,0130 p,01300 p
012.17,Producción de leche,1110 p,0121 p,01200 p
"","(Incluyelacríadeganadoparalaproduccióndeleche,laproduccióndelechedevaca,búfala,cabra, etc.)",,0130 p,01300 p
012.18,Producción de lana y pelos de ganado,1110 p,0122 p,01200 p
"",,,0130 p,01300 p
012.19,Cría de ganado n.c.p.,1110 p,0122 p,01200 p
"","( Incluye la cría de alpaca, asno, búfalo, guanaco, llama, mula, vicuña, etc. )",,0130 p,01300 p
012.2,"Producción de granja y cría de animales, excepto ganado",,,
012.21,Cría de aves  de corral,1110 p,0122 p,01200 p
"",( Incluye pollitos BB para postura),,0130 p,01300 p
012.22,Producción de huevos,1110 p,0122 p,01200 p
"",,,0130 p,01300 p
012.23,Apicultura,1110 p,0122 p,01200 p
"","( Incluye la producción de miel, jalea real, polen, propóleo, etc.)",,0130 p,01300 p
012.24,"Cría de animales pelíferos, pilíferos y plumíferos",1110 p,0122 p,01200 p
"","(Incluye visón, nutria, chinchilla, astracán, conejo, reptiles, etc.)",,0130 p,01300 p
012.29,"Cría de animales y obtención de productos de origen animal, n.c.p.",1110 p,0122 p,01200p
"","(Incluyeciervo,conejo-exceptoparapelos-,gato,gusanodeseda,lombriz, pájaro,perro, rana,animalesparaexperimentación,caracolesvivos,frescos,congeladosy secos-excepto marinos-,cera de insectos excepto la de abeja, etc.)",1302 p,0130 p,01300 p
014,"Servicios agrícolas y pecuarios, excepto los veterinarios",,,
014.1,Servicios agrícolas,,,
014.11,"Servicios de maquinaria agrícola, excepto los de cosecha mecánica",1120 p,0140 p,01400 p
"","(Incluyelosserviciosdelabranza,siembra,y cuidadosculturales,pulverizacióny desinfección,etc.)",,,
014.12,Servicios de cosecha mecánica,1120 p,0140 p,01400 p
"","(Incluye la cosecha mecánica de granos, caña de azúcar, algodón, forrajes, el enfardado, enrollado,etc.)",,,
014.13,Servicios de contratistas de mano de obra agrícola,1120 p,0140 p,01400 p
"","(Incluyelapodadeárboles,transplante,fumigacióny desinfecciónmanual,cosechamanualdecítricos, algodón, etc.)",,,
014.19,Servicios agrícolas n.c.p,1120 p,0140p,01400 p
"","(Incluyeplanificaciónydiseñopaisajista,plantaciónymantenimientodejardines,parquesycementerios, riego, polinización o alquiler de colmenas, control  acústico de plagas, etc.)",1110 p,,
014.2,"Servicios pecuarios, excepto los veterinarios",,,
014.21,"Inseminación artificial y servicios n.c.p. para mejorar la reproducción de los animales y el rendimiento desus productos",1120 p,0140p,01400 p
014.22,Servicios de contratistas de mano de obra pecuaria,1120 p,0140p,01400 p
"","( Incluye arreo, castración de aves, esquila de ovejas, etc. )",,,
014.29,Servicios pecuarios n.c.p.,1120p,0140p,01400 p
"",( Incluye la recolección de estiércol ),,,
015,Caza  y repoblación  de animales de caza y servicios conexos,,,
0150,Caza  y repoblación  de animales de caza y servicios conexos,,,
0150.1,Caza  y repoblación  de animales de caza,1130 p,0150p,01500 p
"CódigoClaNAE-97",Descripción de la actividad del ClaNAE-97,"CódigoCIIU-2","CódigoCIIU-3","CódigoCLACNE94"
"","(Incluye la caza de liebres y de otrosanimales paraobtener carne,pieles y cueros,lacaptura deanimales vivos para zoológicos, animales de compañía, para investigación, etc.)",1301 p,,
"",,1302 p,,
0150.2,Servicios para la caza,1130 p,0150p,01500 p
02,"SILVICULTURA, EXTRACCION DE MADERA Y SERVICIOS CONEXOS",,02,02
020,"Silvicultura, extracción de madera y servicios conexos",,,
020.1,Silvicultura,,,
020.11,Plantación de bosques,1210 p,0200p,02000 p
020.12,Repoblación y conservación de bosques nativos y zonas forestadas,1210 p,0200p,02000 p
020.13,Explotación de viveros forestales,1210 p,0200p,02000 p
020.2,Extracción de productos forestales,,,
020.21,Extracción de productos forestales de bosques cultivados,1220 p,0200p,02000 p
"","(Incluye tala de árboles, desbaste de troncos y extracción de madera en bruto,  rollizos, leña, postes,carbón, durmientes y productos forestales n.c.p.)",,,
020.22,Extracción de productos forestales de bosques nativos,1220 p,0200p,02000 p
"","(Incluye tala de árboles, desbaste de troncos y extracción de madera en bruto, leña, postes, carbón,laextracciónderodrigones,varasyvarillas,gomasnaturales,líquenes,musgos,resinas,rosamosqueta, etc.)",,,
020.3,Servicios forestales,,,
020.31,Servicios forestales de extracción de madera,1210 p,0200p,02000 p
"","(Incluyetaladeárboles,acarreoy transporteenelinteriordelbosque,serviciosrealizadosporterceros, etc.)",,,
020.39,Servicios forestales excepto los relacionados con la extracción de madera,1210 p,0200p,02000 p
"","(Incluye protección contra incendios, evaluación de masas forestales en pie, estimación del valor dela madera, etc.)",,,
B,PESCA Y SERVICIOS CONEXOS,1 p,B,B
05,"PESCA, EXPLOTACION DE CRIADEROS DE PECES, GRANJAS PISCICOLAS Y SERVICIOS CONEXOS",,05,05
050,Pesca y servicios conexos,,,
050.1,Pesca y recolección de productos marinos,,,
050.11,"Pesca marítima, costera y de altura",1301 p,0500p,05000 p
"","(Incluye peces, crustáceos, moluscos y otros animales acuáticos, etc.)",,,
050.12,Pesca continental : fluvial y lacustre,1302 p,0500p,05000 p
050.13,Recolección de productos marinos,1301 p,0500p,05000 p
"","(Incluye la recolección de algas marinas y otras plantas acuáticas, corales,  esponjas, etc.)",,,
050.2,"Explotación de criaderos de peces, granjas piscícolas y otros frutos acuáticos (acuicultura)",,,
050.20,"Explotación de criaderos de peces, granjas piscícolas y otros frutos acuáticos (acuicultura)",1302 p,0500p,05000 p
050.3,Servicios para la pesca,,,
050.30,Servicios para la pesca,1301 p,0500p,05000 p
"",,1302 p,,
C,EXPLOTACION  DE  MINAS  Y  CANTERAS,2,C,C
10,EXTRACCION DE CARBON Y LIGNITO; EXTRACCION DE TURBA,,10,10
101,Extracción y aglomeración de carbón,,,
1010,Extracción y aglomeración de carbón,,,
1010.0,Extracción y aglomeración de carbón,2100 p,1010,10000p
"","(Incluyelaproduccióndehullanoaglomerada,antracita,carbónbituminosonoaglomerado,briquetas, ovoides y combustibles sólidos análogos a base de hulla, etc.)",2200 p,,
"",,3540 p,,
102,Extracción y aglomeración de lignito,,,
1020,Extracción y aglomeración de lignito,,,
1020.0,Extracción y aglomeración de lignito,2100 p,1020,10000p
"",(Incluye la producción de lignito aglomerado y no aglomerado),3540 p,,
103,Extracción y aglomeración de turba,,,
1030,Extracción y aglomeración de turba,,,
1030.0,Extracción y aglomeración de turba,2909 p,1030,10000p
"",(Incluye la producción de turba utilizada como corrector de suelos),36999 p,,
11,"EXTRACCIONDEPETROLEOCRUDOYGASNATURAL;ACTIVIDADESDESERVICIOSRELACIONADAS",,11,11
"","CON LA EXTRACCION DE PETROLEO Y GAS, EXCEPTO LAS ACTIVIDADES DE PROSPECCION",,,
"CódigoClaNAE-97",Descripción de la actividad del ClaNAE-97,"CódigoCIIU-2","CódigoCIIU-3","CódigoCLACNE94"
111,Extracción de petróleo crudo y gas natural,,,
1110,Extracción de petróleo crudo y gas natural,,,
1110.0,Extracción de petróleo crudo y gas natural,2200 p,1110,11100
"","(Incluyegasnaturallicuadoygaseoso,arenasalquitraníferas,esquistosbituminososolutitas,aceites de petróleo y de minerales bituminosos, petróleo, coque de petróleo, etc.)",,,
112,"Actividadesde servicios relacionadas con la extracción de petróleo y gas, excepto las actividades deprospección",,,
1120,"Actividadesde servicios relacionadas con la extracción de petróleo y gas, excepto las actividades deprospección",,,
1120.0,"Actividadesde servicios relacionadas con la extracción de petróleo y gas, excepto las actividades deprospección",2200 p,1120,11200
"",,5000 p,,
12,EXTRACCION DE MINERALES DE URANIO Y TORIO,,12,12
120,Extracción de minerales y concentrados de uranio y torio,,,
1200,Extracción de minerales y concentrados de uranio y torio,,,
1200.0,Extracción de minerales y concentrados de uranio y torio,2302 p,1200,12000
13,EXTRACCION DE MINERALES METALIFEROS,,13,13
131,Extracción de minerales de hierro,,,
1310,Extracción de minerales de hierro,,,
1310.0,Extracción de minerales de hierro,2301,1310,13100
"","(Incluye hematitas, limonitas, magnetitas, siderita, etc.)",,,
132,"Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio",,,
1320,"Extracción de minerales metalíferos no ferrosos,  excepto minerales de uranio y torio",,,
1320.0,"Extracción de minerales metalíferos no ferrosos, excepto minerales de uranio y torio",2302 p,1320,13200
"","(Incluye aluminio, cobre, estaño, manganeso, níquel, oro, plata, plomo, volframio, antimonio, bismuto,cinc, molibdeno, titanio, circonio, niobio, vanadio, cromo, cobalto)",,,
14,EXPLOTACION DE  MINAS Y CANTERAS N.C.P.,,14,14
141,"Extracción de piedra, arena y arcillas",,,
141.1,Extracción de rocas ornamentales,,,
141.10,Extracción de rocas ornamentales,2901 p,1410p,14100 p
"","(Incluye areniscas, cuarcita, dolomita, granito, mármol, piedra laja, pizarra, serpentina , etc.)",,,
141.2,Extracción de piedra caliza y yeso,,,
141.20,Extracción de piedra caliza y yeso,2901 p,1410p,14100 p
"","(Incluye caliza, castina, conchilla, riolita, yeso natural, anhidrita, etc.)",,,
141.3,"Extracción de arenas, canto rodado y triturados pétreos",,,
141.30,"Extracción de arenas, canto rodado y triturados pétreos",2901 p,1410p,14100 p
"","(Incluyearenaparaconstrucción,arenasilícea,otrasarenasnaturales,cantorodado,dolomitatriturada, granito triturado, basalto triturado, piedra partida  y  otros triturados pétreos, etc.)",,,
141.4,Extracción de arcilla y caolín,,,
141.40,Extracción de arcilla y caolín,2901 p,1410p,14100 p
"","(Incluyeandalucita,arcillas,bentonita,caolín,pirofilita,silimanita,mullita,tierrade chamotao dedinas, etc.)",,,
142,Explotación de minas y canteras n.c.p.,,,
1421,"Extracción de minerales para la fabricación de abonos y productos químicos, excepto turba",,,
1421.1,Extracción de minerales para la fabricación de abonos excepto turba,2902 p,1421p,14210p
"","( Incluye guano, silvita, silvinita y otras sales de potasio naturales, etc.)",,,
1421.2,Extracción de minerales para la fabricación de productos químicos,2902 p,1421p,14210 p
"","(Incluye azufre, boracita e hidroboracita, calcita, celestina, colemanita, fluorita,litio y salesde litionaturales, sulfato de aluminio, sulfato de hierro, sulfato de magnesio, sulfato de sodio, tinkal, ulexita,asfaltita, ocres, laterita )",,,
1422,Extracción de sal en salinas y de roca,,,
1422.0,Extracción de sal en salinas y de roca,2903,1422,14220
1429,Explotación de minas y canteras n.c.p.,,,
1429.0,Explotación de minas y canteras n.c.p.,2901 p,1429,14290
"","(Incluye amianto, baritina, cuarzo, diatomita, piedra pómez, ágata, agua marina, amatista, cristal deroca, rodocrosita, topacio, corindón, feldespato, mica, zeolita, perlita, granulado volcánico, puzolana,toba, talco, vermiculita, tosca, grafito, etc.)",2909 p,,
D,INDUSTRIA MANUFACTURERA,3,D,D
15,ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS,,15,15
"CódigoClaNAE-97",Descripción de la actividad del ClaNAE-97,"CódigoCIIU-2","CódigoCIIU-3","CódigoCLACNE94"
151,"Producción y procesamiento de carne, pescado, frutas, legumbres, hortalizas, aceites y grasas",,,
151.1,Producción y procesamiento de carne y productos cárnicos,,,
151.11,Matanza de ganado bovino y procesamiento de su carne,31111 p,1511p,15111p
"",(Incluye los mataderos y frigoríficos que  sacrifican principalmente ganado bovino),32311p,,
151.12,Producción y procesamiento de carne de aves,31111 p,1511p,15112
151.13,Elaboración de fiambres y embutidos,31113,1511p,15113
151.14,Matanza  de ganado excepto el bovino y procesamiento de su carne,31111 p,1511p,15111p
"","(Incluyelamatanzay /ofaenadeprincipalmenteganado-exceptoelbovino-comoporejemplo:ovino, porcino, caprino, etc)",32311p,1514 p,
151.19,Matanza de animales n.c.p. y procesamiento de su carne; elaboración de subproductos cárnicos n.c.p.,31111 p,1511p,15111 p
"","(Incluyelaproduccióndecarnefresca,refrigeradaocongeleadadeliebre,conejo,animalesdecaza, etc. )",31152 p,1514p,
"","(También incluye la producción de aceites, sebo, harinas , jugos, extractos, cueros salados y otrossubproductosdelprocesamientodecarneelaboradosenestablecimientosdiferentesalosquesacrifican y/o procesan carne -sublcases 151.11 ó 151.14)",32311 p,,
1512,Elaboración de pescado y productos de pescado,,,
1512.0,Elaboración de pescado y productos de pescado,31140,1512,15120
"",,31152 p,,
1513,"Preparación de frutas, hortalizas y legumbres",,,
1513.1,"Preparación de conservas de frutas, hortalizas y legumbres",31132 p,1513p,15130 p
"","(Incluye la producción integrada de conservas, jaleas, dulces y mermeladas)",,,
1513.2,"Elaboración de jugos naturales y sus concentrados, de frutas, hortalizas y legumbres",31340 p,1513p,15130 p
"","(Enestasubclaseseincluyenlosjugosobtenidosapartirdela moliendade frutas,hortalizas ylegumbres, los restantes se incluyen en la subclase 1554.9)",,,
1513.3,"Elaboración de pulpas, jaleas, dulces y mermeladas",31131,1513p,15130 p
"","(No incluye la producción integrada de conservas, jaleas, dulces y mermeladas -subclase 1513.1)",,,
1513.4,"Elaboración de frutas, hortalizas y legumbres congeladas",31132 p,1513p,15130 p
1513.9,"Elaboración de frutas, hortalizas y legumbres deshidratadas o desecadas; preparación n.c.p. de frutas,hortalizas y legumbres",31132 p,1513p,15130 p
"","(Incluyelaelaboracióndeharinay escamasdepapa;sémoladehortalizasylegumbres;frutas,hortalizas y legumbres deshidratadas, etc.)",31162 p,,
"",,31219 p,,
151.4,Elaboración de aceites y grasas de origen vegetal,,,
151.41,Elaboración de aceites y grasas vegetales sin refinar y sus subproductos; elaboración de aceite virgen,31151 p,1514p,15140 p
"",(No incluye los aceites y grasas animales - clase 1511-  y aceites esenciales -subclase -2429.0-),,,
151.42,Elaboración de aceites y grasas vegetales refinadas,31151 p,1514p,15140 p
"","(No incluye los aceites y grasas animales - clase 1511-, y el aceite de maíz -subclase  1532.0-)",,,
151.43,Elaboración de margarinas y grasas vegetales comestibles similares,31151 p,1514p,15140 p
"",(No incluye los aceites y grasas animales - clase 1511),,,
152,Elaboración de productos lácteos,,,
1520,Elaboración de productos lácteos,,,
1520.1,Elaboración de leches y productos lácteos deshidratados,31120 p,1520p,15200 p
"","(Incluyelaestandarización,homogeneización,pasteurizaciónyesterilizacióndeleche,laelaboracióndelechechocolataday otras lechessaborizadas,lechecondensada, lecheen polvo,dulce de leche, etc.)",31219 p,,
1520.2,Elaboración de quesos,31120 p,1520p,15200 p
"",(Incluye la producción de suero),,,
1520.3,Elaboración industrial de helados,31120 p,1520p,15200 p
"",(Incluye la producción de helados con o sin leche y con o sin  cacao),,,
"",(No incluye helados artesanales - subclase 552.12-),,,
1520.9,Elaboración de productos lácteos n.c.p.,31120 p,1520p,15200 p
"","(Incluye la producción de caseínas, caseinatos lácteos, cremas, manteca, postres, etc.)",,,
153,"Elaboracióndeproductosdemolinería,almidones yproductos derivadosdel almidón;elaboración dealimentos preparados para animales",,,
1531,Elaboración de productos de molinería,,,
"CódigoClaNAE-97",Descripción de la actividad del ClaNAE-97,"CódigoCIIU-2","CódigoCIIU-3","CódigoCLACNE94"
1531.1,Molienda de trigo,31161,1531p,15311
1531.2,Preparación de arroz,31163,1531p,15312
1531.3,Preparación y molienda de legumbres y cereales -excepto arroz y trigo-,31162 p,1531p,15313
"",(Incluye cebada perlada),,,
1532,Elaboración de almidones y productos derivados del almidón,,,
1532.0,Elaboración de almidones y productos derivados del almidón,31151 p,1532,15320
"","(Incluye la elaboración de glucosa, aceite de maíz, gluten, etc.)",31162 p,,
"",,31219 p,,
1533,Elaboración de alimentos preparados para animales,,,
1533.0,Elaboración de alimentos preparados para animales,31220,1533,15330
154,Elaboración de productos alimenticios n.c.p.,,,
1541,Elaboración de productos de panadería,,,
1541.1,Elaboración de galletitas y bizcochos,31172,1541p,15411
1541.2,"Elaboración industrial de productos de panadería, excluido galletitas y bizcochos",31171 p,1541p,15412
"","(Incluyelaelaboracióndechurros,pre-pizzas,masasdehojaldre,masasfritas,etc.,enestablecimientos de más de 10 ocupados)",,,
1541.9,Elaboración de productos de panadería n.c.p.,31171 p,1541p,15419
"","(Incluyelaelaboracióndechurros,pre-pizzas,masasdehojaldre,masasfritas,etc.,enestablecimientos de hasta 10 ocupados inclusive))",,,
1542,Elaboración de azúcar,,,
1542.0,Elaboración de azúcar,31180,1542,15420
1543,Elaboración de cacao y chocolate y de productos de confitería,,,
1543.0,Elaboración de cacao y chocolate y de productos de confitería,31190,1543,15430
"","(Incluye caramelos, frutas confitadas, pastillas, gomas de mascar, etc.)",,,
1544,Elaboración de pastas alimenticias,,,
1544.1,Elaboración de pastas alimenticias frescas,31173,1544p,15441
1544.2,Elaboración de pastas alimenticias secas,31174,1544p,15442
1549,Elaboración de productos alimenticios n.c.p.,,,
1549.1,"Tostado, torrado y molienda de café; elaboración y  molienda de hierbas aromáticas y especias",31213,1549p,15491
1549.2,Preparación de hojas de té,31212 p,1549p,15492
"",,31214,,
1549.3,Elaboración de yerba mate,31164,1549p,15493
"",,31212 p,,
1549.9,Elaboración de productos alimenticios n.c.p.,31112,1549p,15499
"","(Incluyelafabricacióndeextractos,jarabesyconcentrados,productosparacopetín,levadura,polvosparalapreparacióndepostresy gelatinas,miely sussubproductos,vinagres,huevos enpolvo, sopas y concentrados, etc. Incluyela producciónde salrefinada, quehasta agostode 1998estaba incluida en la rama 24290)",31212p,,
"","(No incluye a losjugos naturales y sus concentrados, de frutas, hortalizas y legumbres - subclase1513.2-)",31219 p,,
155,Elaboración de bebidas,,,
1551,"Destilación, rectificación y mezcla de bebidas alcohólicas; producción de alcohol etílico",,,
1551.1,Destilación de alcohol etílico,31311,1551p,15511
1551.2,"Destilación, rectificación y mezcla de bebidas espiritosas",31312,1551p,15512
1552,Elaboración de vinos y otras bebidas fermentadas a partir de frutas,,,
1552.1,Elaboración de vinos,31321,1552p,15521
"",(Incluye el fraccionamiento),,,
1552.9,Elaboración de sidra y otras bebidas alcohólicas fermentadas a partir de frutas,31322,1552p,15529
1553,"Elaboración de cerveza, bebidas malteadas y de malta",,,
1553.0,"Elaboración de cerveza, bebidas malteadas y de malta",31330,1553,15530
1554,Elaboración de bebidas no alcohólicas; producción de aguas minerales,,,
1554.1,Elaboración de soda y aguas,31340 p,1554p,15541
1554.2,"Elaboración de bebidas gaseosas, excepto soda",31340 p,1554p,15542
1554.9,"Elaboración de hielo, jugos envasados para diluir y otras bebidas no alcohólicas",31211,1554p,15549
"","(Incluye losjugos para diluir o en polvo llamados ""sintéticos"" o de un contenido en jugos naturalesinferior al 50%)",31219 p,,
"","(No incluye a losjugos naturales y sus concentrados, de frutas, hortalizas y legumbres - subclase1513.2-)",31340 p,,
16,ELABORACION DE PRODUCTOS DE TABACO,,16,16
160,Elaboración de productos de tabaco,,,
"CódigoClaNAE-97",Descripción de la actividad del ClaNAE-97,"CódigoCIIU-2","CódigoCIIU-3","CódigoCLACNE94"
1600,Elaboración de productos de tabaco,,,
1600.1,Preparación de hojas de tabaco,31401,1600p,16001
1600.9,Elaboración de cigarrillos y  productos de tabaco n.c.p.,31402,1600p,16009
"",,31403,,
17,FABRICACION DE PRODUCTOS TEXTILES,,17,17
171,Fabricación de hilados y tejidos; acabado de productos textiles,,,
1711,Preparación e hilandería de fibras textiles; tejeduría de productos textiles,,,
1711.1,Preparación de fibras textiles vegetales; desmotado de algodón,32111,0140 p,17111
"",,32112,1711p,
1711.2,Preparación de fibras animales de uso textil; lavado de lana,32113,1711p,17112
1711.3,Fabricación de hilados de fibras textiles,32114,1711p,17113
1711.4,"Fabricación de tejidos textiles, incluso en hilanderías y tejedurías integradas",32116,1711p,17114
"",,32119 p,,
1712,Acabado de productos textiles,,,
1712.0,Acabado de productos textiles,32115,1712,17120
172,Fabricación de productos textiles n.c.p.,,,
1721,"Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir",,,
1721.0,"Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir",32119 p,1721,17210
"",,32121,,
"",,32122,,
"",,32123,,
"",,32124,,
"",,32129,,
1722,Fabricación de tapices y alfombras,,,
1722.0,Fabricación de tapices y alfombras,32140,1722,17220
1723,"Fabricación de cuerdas, cordeles, bramantes y redes",,,
1723.0,"Fabricación de cuerdas, cordeles, bramantes y redes",32150,1723,17230
1729,Fabricación de productos textiles n.c.p.,,,
1729.0,Fabricación de productos textiles n.c.p.,32119 p,1729,17290
"",,32190 p,,
173,Fabricación de tejidos de punto y artículos de punto y ganchillo,,,
1730,Fabricación de tejidos de punto y artículos de punto y ganchillo,,,
1730.1,Fabricación de medias,32131,1730p,17301
1730.2,Fabricación de suéteres y artículos similares de punto,32133 p,1730p,17302
1730.9,Fabricación de tejidos y artículos de punto n.c.p.,32132,1730p,17309
"",,32133 p,,
18,CONFECCION DE PRENDAS DE VESTIR; TERMINACION Y TEÑIDO DE PIELES,,18,18
181,"Confección de prendas de vestir, excepto prendas de piel",,,
181.1,"Confección de prendas de vestir, excepto prendas de piel y cuero",,,
181.11,"Confección de ropa interior, prendas para dormir y para la playa",32202 p,1810p,18101 p
181.12,"Confección de indumentaria de trabajo, uniformes y guardapolvos",32209 p,1810p,18101 p
181.13,Confección de indumentaria para bebés y niños,32202 p,1810p,18101 p
181.19,"Confección de prendas de vestir n.c.p., excepto prendas de piel y de cuero",32201,1810p,18101 p
"",,32202 p,,
"",,32204,,
"",,32209 p,,
181.2,Confección de prendas y accesorios de vestir de cuero,,,
181.20,Confección de prendas y accesorios de vestir de cuero,32209 p,1810p,18102
182,Terminación y teñido de pieles; fabricación de artículos de piel,,,
1820,Terminación y teñido de pieles; fabricación de artículos de piel,,,
1820.0,Terminación y teñido de pieles; fabricación de artículos de piel,32190 p,1820,18200
"",,32203,,
"",,32320,,
19,"CURTIDOYTERMINACIONDECUEROS;FABRICACIONDEARTICULOSDEMARROQUINERIA,TALABARTERIA Y CALZADO Y DE SUS PARTES",,19,19
191,Curtido y terminación de cueros; fabricación de artículos de marroquinería y talabartería,,,
1911,Curtido y terminación de cueros,,,
1911.0,Curtido y terminación de cueros,32312,1911,19110
1912,"Fabricación de maletas, bolsos de mano y similares, artículos de talabartería y  artículos de cuero n.c.p.",,,
"CódigoClaNAE-97",Descripción de la actividad del ClaNAE-97,"CódigoCIIU-2","CódigoCIIU-3","CódigoCLACNE94"
1912.0,"Fabricación de maletas, bolsos de mano y similares, artículos de talabartería y artículos de cuero n.c.p.",32331,1912,19120
"",,32332,,
"",,32339,,
192,Fabricación de calzado y de sus partes,,,
1920,Fabricación de calzado y de sus partes,,,
1920.1,"Fabricación de calzado de cuero, excepto el ortopédico",32401 p,1920p,19201
