CLANAE10 ID,CLANAE10 label,CIIU4 ID
275,Fabricación de aparatos de uso doméstico n.c.p.,
2750,Fabricación de aparatos de uso doméstico n.c.p.,
27501,"Fabricación de cocinas, calefones, estufas y calefactores",2750
27502,"Fabricación de heladeras, freezers, lavarropas y secarropas",2750
27509,Fabricación de aparatos de uso doméstico n.c.p.,2750
279,Fabricación de equipo eléctrico n.c.p.,
2790,Fabricación de equipo eléctrico n.c.p.,
27900,Fabricación de equipo eléctrico n.c.p.,2790
28,FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.,
281,Fabricación de maquinaria y equipo de uso general,
2811,"Fabricación de motores y turbinas; excepto motores para aeronaves, vehículos automotores y motocicletas",
28110,"Fabricación de motores y turbinas; excepto motores para aeronaves, vehículos automotores y motocicletas",2811
2812,Fabricación de bombas,
28120,Fabricación de bombas,2812
28120,Fabricación de bombas,2813
2813,Fabricación de compresores; grifos y válvulas,
28130,Fabricación de compresores; grifos y válvulas,2812
28130,Fabricación de compresores; grifos y válvulas,2813
2814,Fabricación de cojinetes; engranajes; trenes de engranaje y piezas de transmisión,
28140,Fabricación de cojinetes; engranajes; trenes de engranaje y piezas de transmisión,2812
28140,Fabricación de cojinetes; engranajes; trenes de engranaje y piezas de transmisión,2814
2815,Fabricación de hornos; hogares y quemadores,
28150,Fabricación de hornos; hogares y quemadores,2815
2816,Fabricación de maquinaria y equipo de elevación y manipulación,
28160,Fabricación de maquinaria y equipo de elevación y manipulación,2816
2817,"Fabricación de maquinaria y equipo de oficina, excepto equipo informático",
28170,"Fabricación de maquinaria y equipo de oficina, excepto equipo informático",2817
2819,Fabricación de  maquinaria y equipo de uso general n.c.p.,
28190,Fabricación de maquinaria y equipo de uso general n.c.p.,2819
282,Fabricación de maquinaria y equipo de uso especial,
2821,Fabricación de maquinaria y equipo de uso agropecuaria y forestal,
28211,Fabricación de tractores,2821
28212,Fabricación de maquinaria y equipo de uso agropecuario y forestal,2821
28213,Fabricación de implementos de uso agropecuario y forestal,2821
2822,Fabricación de máquinas-herramientas,
28220,Fabricación de máquinas-herramientas,2818
28220,Fabricación de máquinas-herramientas,2822
2823,Fabricación de maquinaria metalúrgica,
28230,Fabricación de maquinaria metalúrgica,2823
2824,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,
28240,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,2824
2825,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",
28250,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",2825
2826,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",
28260,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",2826
2829,Fabricación de maquinaria y equipo de uso especial n.c.p.,
28290,Fabricación de maquinaria y equipo de uso especial n.c.p.,2829
29,"FABRICACIÓN DE VEHÍCULOS AUTOMOTORES, REMOLQUES Y SEMIRREMOLQUES",
291,Fabricación de vehículos automotores,
2910,Fabricación de vehículos automotores,
29100,Fabricación de vehículos automotores,2910
292,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,
2920,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,
29200,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,2920
293,"Fabricación de partes, piezas y accesorios, para vehículos automotores y sus motores",
2930,"Fabricación de partes, piezas y accesorios, para vehículos automotores y sus motores",
29301,Rectificación de motores,2910
29309,"Fabricación de partes, piezas y accesorios, para vehículos automotores y sus motores n.c.p.",2930
30,FABRICACIÓN DE EQUIPO DE TRANSPORTE N.C.P.,
301,Construcción y reparación de buques y embarcaciones,
3011,Construcción y reparación de buques,
30110,Construcción y reparación de buques,3011
30110,Construcción y reparación de buques,3315
3012,Construcción y reparación de embarcaciones de recreo y deporte,
30120,Construcción y reparación de embarcaciones de recreo y deporte,3012
30120,Construcción y reparación de embarcaciones de recreo y deporte,3315
302,Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario,
3020,Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario,
30200,Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario,3020
30200,Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario,3315
303,Fabricación y reparación de aeronaves ,
3030,Fabricación y reparación de aeronaves ,
30300,Fabricación y reparación de aeronaves ,3030
30300,Fabricación y reparación de aeronaves ,3315
309,Fabricación de equipo de transporte n.c.p.,
3091,Fabricación de motocicletas,
30910,Fabricación de motocicletas,3091
3092,Fabricación de bicicletas y de sillones de ruedas ortopédicos,
30920,Fabricación de bicicletas y de sillones de ruedas ortopédicos,3092
3099,Fabricación de equipo de transporte n.c.p.,
30990,Fabricación de equipo de transporte n.c.p.,3040
30990,Fabricación de equipo de transporte n.c.p.,3099
31,FABRICACIÓN DE MUEBLES Y COLCHONES,
310,Fabricación de muebles y colchones,
3100,Fabricación de muebles y colchones,
31001,"Fabricación de muebles y partes de muebles, principalmente de madera",3100
31002,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera",3100
31003,Fabricación de somieres y colchones,3100
32,INDUSTRIAS MANUFACTURERAS N.C.P.,
321,"Fabricación de joyas, bijouterie y artículos conexos",
3210,"Fabricación de joyas, bijouterie y artículos conexos",
32101,"Fabricación de joyas finas, artículos de orfebrería y artículos conexos",3211
32102,Fabricación de bijouterie,3212
322,Fabricación de instrumentos de música,
3220,Fabricación de instrumentos de música,
32200,Fabricación de instrumentos de música,3220
323,Fabricación de artículos de deporte,
3230,Fabricación de artículos de deporte,
32300,Fabricación de artículos de deporte,3230
324,Fabricación de juegos y juguetes,
3240,Fabricación de juegos y juguetes,
32400,Fabricación de juegos y juguetes,3240
329,Industrias manufactureras n.c.p.,
3290,Industrias manufactureras n.c.p.,
32901,"Fabricación de lápices, lapiceras, bolígrafos, sellos y artículos similares para oficinas y artistas",3290
32902,"Fabricación de escobas, cepillos y pinceles ",3290
32903,"Fabricación de carteles, señales e indicadores eléctricos o no",3290
32904,Fabricación de equipo de protección y seguridad; excepto calzado,3290
32909,Industrias manufactureras n.c.p.,3290
33,"REPARACIÓN, MANTENIMIENTO E INSTALACIÓN DE MÁQUINAS Y EQUIPOS",
331,Reparación y mantenimiento de máquinas y equipo,
3311,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",
33110,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",3311
3312,Reparación y mantenimiento de maquinaria de uso general y especial,
33121,Reparación y mantenimiento de maquinaria de uso general,3312
33122,Reparación y mantenimiento de maquinaria y equipo de uso agropecuario y forestal,3312
33129,Reparación y mantenimiento de maquinaria de uso especial n.c.p.,3312
3313,"Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión; equipo fotográfico, aparatos para medir, ensayar o navegar; relojes, excepto para uso personal o doméstico",
33130,"Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión; equipo fotográfico, aparatos para medir, ensayar o navegar; relojes excepto para uso personal o doméstico",3313
3314,Reparación y mantenimiento de maquinaria y aparatos eléctricos,
33140,Reparación y mantenimiento de maquinaria y aparatos eléctricos,3314
3319,Reparación y mantenimiento de maquinaria y equipo n.c.p.,
33190,Reparación y mantenimiento de maquinaria y equipo n.c.p.,3319
332,Instalación de maquinaria y equipos industriales,
3320,Instalación de maquinaria y equipos industriales,
33200,Instalación de maquinaria y equipos industriales,3320
D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO ",
35,"SUMINISTRO DE ELECTRICIDAD, GAS; VAPOR Y AIRE ACONDICIONADO ",
351,"Generación, transporte y distribución de energía eléctrica",
3511,Generación de energía eléctrica,
35111,Generación de energía térmica convencional,3510
35112,Generación de energía térmica nuclear,3510
35113,Generación de energía hidráulica,3510
35119,Generación de energía n.c.p.,3510
3512,Transporte de energía eléctrica,
35120,Transporte de energía eléctrica,3510
3513,Distribución y comercio de energía eléctrica,
35131,Comercio mayorista de energía eléctrica,3510
35132,Distribución de energía eléctrica,3510
352,Fabricación de gas y distribución de combustibles gaseosos por tuberías,
3520,Fabricación de gas y distribución de combustibles gaseosos por tuberías,
35201,Fabricación de gas y procesamiento de gas natural,3520
35202,Distribución de combustibles gaseosos por tuberías,3520
353,Suministro de vapor y aire acondicionado,
3530,Suministro de vapor y aire acondicionado,
35300,Suministro de vapor y aire acondicionado,3530
E,"SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS, RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PÚBLICO",
36,"CAPTACIÓN, DEPURACIÓN Y DISTRIBUCIÓN DE AGUA",
360,"Captación, depuración y distribución de agua",
3600,"Captación, depuración y distribución de agua",
36001,"Captación, depuración y distribución de agua de fuentes subterráneas",3600
36002,"Captación, depuración y distribución de agua de fuentes superficiales",3600
37,"SERVICIO DE DEPURACIÓN DE AGUAS RESIDUALES, ALCANTARILLADO Y CLOACAS",
370,"Servicios de depuración de aguas residuales, alcantarillado y cloacas",
3700,"Servicios de depuración de aguas residuales, alcantarillado y cloacas",
37000,"Servicios de depuración de aguas residuales, alcantarillado y cloacas",3700
38,"RECOLECCIÓN, TRANSPORTE, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS. RECUPERACIÓN DE MATERIALES Y DESECHOS",
381,"Recolección, transporte, tratamiento y disposición final de residuos",
3811,"Recolección, transporte, tratamiento y disposición final de residuos no peligrosos",
38110,"Recolección, transporte, tratamiento y disposición final de residuos no peligrosos",3811
38110,"Recolección, transporte, tratamiento y disposición final de residuos no peligrosos",3821
3812,"Recolección, transporte, tratamiento y disposición final de residuos peligrosos",
38120,"Recolección, transporte, tratamiento y disposición final de residuos peligrosos",3812
38120,"Recolección, transporte, tratamiento y disposición final de residuos peligrosos",3822
382,Recuperación de materiales y desechos,
3820,Recuperación de materiales y desechos,
38201,Recuperación de materiales y desechos metálicos,3830
38202,Recuperación de materiales y desechos no metálicos,3830
39,DESCONTAMINACIÓN Y OTROS SERVICIOS DE GESTIÓN DE RESIDUOS,
390,Descontaminación y otros servicios de gestión de residuos,
3900,Descontaminación y otros servicios de gestión de residuos,
39000,Descontaminación y otros servicios de gestión de residuos,3900
F,CONSTRUCCIÓN,
41,CONSTRUCCIÓN DE EDIFICIOS Y SUS PARTES,
410,Construcción de edificios y sus partes,
4100,Construcción de edificios y sus partes,
41001,"Construcción, reforma y reparación de edificios residenciales",4100
41002,"Construcción, reforma y reparación de edificios no residenciales",4100
42,OBRAS DE INGENIERÍA CIVIL,
421,"Construcción, reforma y reparación de obras de infraestructura para el transporte",
4210,"Construcción, reforma y reparación de obras de infraestructura para el transporte",
42100,"Construcción, reforma y reparación de obras de infraestructura para el transporte",4210
422,Construcción de proyectos de servicios públicos ,
4221,Perforación de pozos de agua ,
42210,Perforación de pozos de agua ,4220
4222,"Construcción, reforma y reparación de redes de distribución de electricidad, gas, agua, telecomunicaciones y de otros servicios públicos ",
42220,"Construcción, reforma y reparación de redes de distribución de electricidad, gas, agua, telecomunicaciones y de otros servicios públicos ",4220
429,Construcción de obras de ingeniería civil n.c.p.,
4290,Construcción de obras de ingeniería civil n.c.p.,
42901,"Construcción, reforma y reparación de obras hidráulicas",4290
42909,Construcción de obras de ingeniería civil n.c.p.,4290
43,ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN,
431,Demolición; movimiento y preparación de terrenos para obras,
4311,Demolición y voladura de edificios y de sus partes ,
43110,Demolición y voladura de edificios y de sus partes ,4311
4312,Movimiento de suelos y preparación de terrenos para obras; perforación y sondeo,
43121,Movimiento de suelos y preparación de terrenos para obras,4312
43122,"Perforación y sondeo, excepto: perforación de pozos de petróleo, de gas, de minas e hidráulicos y prospección de yacimientos de petróleo",4312
432,Instalaciones para edificios y obras de ingeniería civil,
4321,"Instalación, ejecución y mantenimiento de instalaciones eléctricas",
43211,"Instalación de sistemas de iluminación, control y señalización eléctrica para el transporte ",4321
43219,"Instalación, ejecución y mantenimiento de instalaciones eléctricas, electromecánicas y electrónicas n.c.p.",4321
4322,"Instalaciones de gas, agua, sanitarios y de climatización, con sus artefactos conexos",
43220,"Instalaciones de gas, agua, sanitarios y de climatización, con sus artefactos conexos",4322
4329,Instalaciones para edificios y obras de ingeniería civil n.c.p.,
43291,"Instalación de ascensores, montacargas y escaleras mecánicas",4329
43292,"Aislamiento térmico, acústico, hídrico y antivibratorio",4329
43299,Instalaciones para edificios y obras de ingeniería civil n.c.p.,4329
433,Terminación de edificios,
4330,Terminación de edificios,
43301,"Instalaciones de carpintería, herrería de obra y artística",4330
43302,Terminación y revestimiento de paredes y pisos,4330
43302,Terminación y revestimiento de paredes y pisos,4390
43303,Colocación de cristales en obra,4330
43304,Pintura y trabajos de decoración,4330
43309,Terminación de edificios n.c.p.,4330
439,Alquiler de equipo de construcción o demolición dotado de operarios y actividades especializadas de construcción n.c.p.,
4391,Alquiler de equipo de construcción o demolición dotado de operarios,
43910,Alquiler de equipo de construcción o demolición dotado de operarios,4390
4399,Actividades especializadas de construcción n.c.p.,
43991,"Hincado de pilotes, cimentación y otros trabajos de hormigón armado",4390
43999,Actividades especializadas de construcción n.c.p.,4390
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,
45,"VENTA, MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS",
451,"Venta de vehículos automotores, excepto motocicletas",
4511,"Venta de vehículos automotores nuevos, excepto motocicletas",
45111,"Venta de autos, camionetas y utilitarios nuevos",4510
45119,Venta de vehículos automotores nuevos n.c.p.,4510
4512,"Venta de vehículos automotores usados, excepto motocicletas",
45121,"Venta de autos, camionetas y utilitarios usados",4510
45129,Venta de vehículos automotores usados n.c.p.,4510
452,"Mantenimiento y reparación de vehículos automotores, excepto motocicletas",
4521,Lavado automático y manual de vehículos automotores,
45210,Lavado automático y manual de vehículos automotores,4520
4522,"Reparación de cámaras y cubiertas, amortiguación, alineación de dirección y balanceo de ruedas ",
45221,Reparación de cámaras y cubiertas,4520
45222,"Reparación de amortiguadores, alineación de dirección y balanceo de ruedas",4520
4523,"Instalación y reparación de parabrisas, lunetas y ventanillas, cerraduras no eléctricas, y grabado de cristales",
45230,"Instalación y reparación de parabrisas, lunetas y ventanillas, cerraduras no eléctricas, y grabado de cristales",4520
4524,"Reparaciones eléctricas, del tablero e instrumental; reparación y recarga de baterías; instalación de alarmas, radios, sistemas de climatización",
45240,"Reparaciones eléctricas, del tablero e instrumental; reparación y recarga de baterías; instalación de alarmas, radios, sistemas de climatización",4520
4525,Tapizado y retapizado de automotores,
45250,Tapizado y retapizado de automotores,4520
4526,Reparación y pintura de carrocerías; colocación y reparación de guardabarros y protecciones exteriores,
45260,Reparación y pintura de carrocerías; colocación y reparación de guardabarros y protecciones exteriores,4520
4527,Instalación y reparación de caños de escape y radiadores,
45270,Instalación y reparación de caños de escape y radiadores,4520
4528,Mantenimiento y reparación de frenos y embragues,
45280,Mantenimiento y reparación de frenos y embragues,4520
4529,Mantenimiento y reparación del motor n.c.p.; mecánica integral ,
45291,Instalación y reparación de equipos de GNC,4520
45299,Mantenimiento y reparación del motor n.c.p.; mecánica integral ,4520
45299,Mantenimiento y reparación del motor n.c.p.; mecánica integral ,5221
453,"Venta de partes, piezas y accesorios de vehículos automotores",
4531,"Venta al por mayor de partes, piezas y accesorios de vehículos automotores",
45310,"Venta al por mayor de partes, piezas y accesorios de vehículos automotores",4530
4532,"Venta al por menor de partes, piezas y accesorios de vehículos automotores",
45321,Venta al por menor de cámaras y cubiertas,4530
45322,Venta al por menor de baterías,4530
45329,"Venta al por menor de partes, piezas y accesorios n.c.p.",4530
454,"Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios",
4540,"Venta, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios",
45401,"Venta de motocicletas y de sus partes, piezas y accesorios",4540
45402,Mantenimiento y reparación de motocicletas,4540
46,"COMERCIO AL POR MAYOR Y/O EN COMISIÓN O CONSIGNACIÓN, EXCEPTO EL COMERCIO DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS",
461,Venta al por mayor en comisión o consignación ,
4610,Venta al por mayor en comisión o consignación ,
46101,Venta al por mayor en comisión o consignación de productos agrícolas ,4610
46102,Venta al por mayor en comisión o consignación de productos pecuarios,4610
46103,"Venta al por mayor en comisión o consignación de alimentos, bebidas y tabaco",4610
46104,Venta al por mayor en comisión o consignación de combustibles (no incluye: electricidad y gas natural),4610
,,
46109,Venta al por mayor en comisión o consignación de mercaderías n.c.p.,4610
462,Venta al por mayor de materias primas agropecuarias y de animales vivos,
4621,Venta al por mayor de materias primas agrícolas,
46211,Acopio de algodón,4620
46212,Venta al por mayor de semillas y granos para forrajes,4620
46213,"Acopio y acondicionamiento de cereales y de semillas, excepto de algodón y semillas y granos para forrajes",4620
46219,Venta al por mayor de materias primas agrícolas y de la silvicultura n.c.p.,4620
4622,Venta al por mayor de materias primas pecuarias incluso animales vivos,
46220,Venta al por mayor de materias primas pecuarias incluso animales vivos,4620
463,"Venta al por mayor de alimentos, bebidas y tabaco",
4631,Venta al por mayor de alimentos ,
46311,"Venta al por mayor de fiambres, quesos y productos lácteos",4630
46312,"Venta al por mayor de carnes rojas, menudencias y chacinados frescos; productos de granja y de la caza",4630
46313,Venta al por mayor de pescado,4630
46314,"Venta al por mayor y empaque de frutas, de legumbres y hortalizas frescas",4630
46315,"Venta al por mayor de pan, productos de confitería, pastas frescas, aceites, azúcar, café, té, yerba mate y otras infusiones, especias y condimentos",4630
46316,"Venta al por mayor de chocolates, golosinas y productos para kioscos y polirrubros n.c.p., excepto cigarrillos",4630
46317,Venta al por mayor de alimentos balanceados para animales,4630
46318,Venta al por mayor en supermercados mayoristas de alimentos,4630
46319,Venta al por mayor de productos alimenticios n.c.p.,4630
4632,Venta al por mayor de bebidas,
46321,Venta al por mayor de bebidas alcohólicas,4630
46322,Venta al por mayor de bebidas no alcohólicas,4630
4633,Venta al por mayor de cigarrillos y productos de tabaco ,
46330,Venta al por mayor de cigarrillos y productos de tabaco,4630
464,Venta al por mayor de artículos de uso doméstico y/o personal,
4641,"Venta al por mayor de productos textiles, prendas de vestir, calzado excepto el ortopédico, artículos de cuero y piel, artículos de marroquinería,  paraguas y similares ",
46411,"Venta al por mayor de productos textiles, excepto prendas y accesorios de vestir",4641
46412,"Venta al por mayor de prendas y accesorios de vestir, excepto uniformes y ropa de trabajo",4641
46413,"Venta al por mayor de calzado, excepto el ortopédico",4641
46414,"Venta al por mayor de artículos de cuero, pieles, marroquinería, talabartería,  paraguas y similares ",4641
46415,Venta al por mayor de uniformes y ropa trabajo,4641
4642,"Venta al por mayor de libros, revistas, diarios, papel, cartón, materiales de embalaje y artículos de librería",
46421,"Venta al por mayor de libros, revistas, diarios y otras publicaciones",4649
46422,"Venta al por mayor de papel, cartón, materiales de embalaje y artículos de librería",4649
4643,"Venta al por mayor de productos farmacéuticos, veterinarios, cosméticos y de perfumería, instrumental médico y odontológico, y artículos ortopédicos",
46431,Venta al por mayor de productos farmacéuticos ,4649
46432,"Venta al por mayor de productos cosméticos, de tocador y de perfumería",4649
46433,"Venta al por mayor de instrumental médico y odontológico, y artículos ortopédicos",4649
46434,Venta al por mayor de productos veterinarios,4649
4644,"Venta al por mayor de artículos de óptica, fotografía, relojería, joyería y fantasías",
46441,Venta al por mayor de artículos de óptica y de fotografía,4649
46442,"Venta al por mayor de artículos de relojería, joyería y fantasías",4649
4645,"Venta al por mayor de electrodomésticos, artefactos para el hogar y equipos de audio y video",
46450,"Venta al por mayor de electrodomésticos, artefactos para el hogar y equipos de audio y video",4649
4646,"Venta al por mayor de muebles, artículos de iluminación y artículos de bazar y menaje",
46461,Venta al por mayor de muebles excepto de oficina; artículos de mimbre y corcho; colchones y somieres,4649
46462,Venta al por mayor de artículos de iluminación ,4649
46463,Venta al por mayor de artículos de bazar y menaje,4649
4649,Venta al por mayor de artículos de uso doméstico y/o personal n.c.p.,
46491,Venta al por mayor de CD y DVD de audio y video grabados,4649
46492,Venta al por mayor de materiales y productos de limpieza,4649
46493,Venta al por mayor de juguetes,4649
46494,Venta al por mayor de bicicletas y rodados similares,4649
46495,Venta al por mayor de artículos de esparcimiento y deportes (incluye: armas y municiones),4649
46499,Venta al por mayor artículos de uso doméstico o personal n.c.p.,4649
465,"Venta al por mayor de máquinas, equipo y materiales conexos",
4651,"Venta al por mayor de equipos, periféricos, accesorios y programas informáticos",
46510,"Venta al por mayor de equipos, periféricos, accesorios y programas informáticos",4651
4652,Venta al por mayor de equipos de telefonía y comunicaciones y componentes electrónicos,
46521,Venta al por mayor de equipos de telefonía y comunicaciones,4652
46522,Venta al por mayor de componentes electrónicos,4652
4653,"Venta al por mayor de máquinas, equipos e implementos de uso especial",
46531,"Venta al por mayor de máquinas, equipos e implementos de uso en los sectores agropecuario, jardinería, silvicultura, pesca y caza",4653
46532,"Venta al por mayor de máquinas, equipos e implementos de uso en la elaboración de alimentos, bebidas y tabaco",4659
46533,"Venta al por mayor de máquinas, equipos e implementos de uso en la fabricación de textiles, prendas y accesorios de vestir, calzado, artículos de cuero y marroquinería",4659
46534,"Venta al por mayor de máquinas, equipos e implementos de uso en imprentas, artes gráficas y actividades conexas",4659
46535,"Venta al por mayor de máquinas, equipos e implementos de uso médico y paramédico",4659
46536,"Venta al por mayor de máquinas, equipos e implementos de uso en la industria del plástico y el caucho",4659
46539,"Venta al por mayor de máquinas, equipos e implementos de uso especial n.c.p. ",4659
4654,Venta al por mayor de máquinas-herramientas de uso general,
46540,Venta al por mayor de máquinas-herramientas de uso general,4659
4655,"Venta al por mayor de vehículos, equipos y máquinas para el transporte ferroviario, aéreo y de navegación",4659
46550,"Venta al por mayor de vehículos, equipos y máquinas para el transporte ferroviario, aéreo y de navegación",4659
4656,"Venta al por mayor de muebles e instalaciones para la industria, el comercio y los servicios",4659
46561,Venta al por mayor de muebles e instalaciones para oficinas,4659
46569,"Venta al por mayor de muebles e instalaciones para la industria, el comercio y los servicios n.c.p.",4659
4659,"Venta al por mayor de máquinas, equipos e implementos n.c.p.",4659
46591,Venta al por mayor de máquinas y equipos de control y seguridad,4659
46592,"Venta al por mayor de maquinaria y equipo de oficina, excepto equipo informático",4659
46593,Venta al por mayor de equipo profesional y científico e instrumentos de medida y de control n.c.p.,4659
46599,"Venta al por mayor de máquinas, equipo y materiales conexos n.c.p.",4659
466,Venta al por mayor especializada,
4661,"Venta al por mayor de combustibles, incluso gaseosos y productos conexos",
46611,Venta al por mayor de combustibles y lubricantes para automotores,4661
46612,"Venta al por mayor de combustibles y lubricantes, gas en garrafas, leña y carbón; excepto combustibles y lubricantes para automotores (incluye: fraccionamiento de estos productos)",4661
4662,Venta al por mayor de metales y minerales metalíferos,
46620,Venta al por mayor de metales y minerales metalíferos,4662
4663,"Venta al por mayor de madera, materiales de construcción, artículos de ferretería y materiales para plomería e instalaciones de gas",
46631,Venta al por mayor de aberturas,4663
46632,"Venta al por mayor de productos de madera, excepto muebles",4663
46633,Venta al por mayor de artículos de ferretería y materiales eléctricos,4663
46634,Venta al por mayor de pinturas y productos conexos,4663
46635,Venta al por mayor de cristales y espejos,4663
46636,Venta al por mayor de artículos para plomería; instalación de gas y calefacción,4663
46637,"Venta al por mayor de papeles para pared, revestimiento para pisos de goma, plástico y textiles, y artículos similares para la decoración",4663
46639,Venta al por mayor de artículos para la construcción n.c.p.,4663
4669,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos",
46691,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos textiles",4669
46692,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos de papel y cartón",4669
46693,"Venta al por mayor de productos intermedios, desperdicios y desechos de vidrio, plástico, caucho, goma y químicos",4669
46694,"Venta al por mayor de productos intermedios, desperdicios y desechos metálicos",4669
46699,"Venta al por mayor de productos intermedios, desperdicios y desechos n.c.p.",4669
469,Venta al por mayor de mercancías n.c.p.,
4690,Venta al por mayor de mercancías n.c.p.,
46901,Venta al por mayor de insumos agropecuarios diversos,4690
46909,Venta al por mayor de mercancías n.c.p.,4690
47,"COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS",
471,Venta al por menor en comercios no especializados,
4711,"Venta al por menor en comercios no especializados, con predominio de productos alimenticios y bebidas",
47111,Venta al por menor en hipermercados,4711
47112,Venta al por menor en supermercados,4711
47113,Venta al por menor en minimercados,4711
47119,"Venta al por menor en kioscos, polirrubros y comercios no especializados n.c.p.",4711
4719,"Venta al por menor en comercios no especializados, sin predominio de productos alimenticios y bebidas",
47190,"Venta al por menor en comercios no especializados, sin predominio de productos alimenticios y bebidas",4719
472,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",
4721,Venta al por menor de productos alimenticios en comercios especializados,
47211,"Venta al por menor principalmente de fiambres, quesos y productos lácteos",4721
47212,Venta al por menor de productos de almacén y dietética,4721
47213,"Venta al por menor de carnes rojas, menudencias y chacinados frescos",4721
47214,"Venta al por menor de huevos, carne de aves y productos de granja y de la caza",4721
47215,Venta al por menor de pescados y productos de la pesca,4721
47216,"Venta al por menor de frutas, legumbres y hortalizas frescas",4721
47217,Venta al por menor de pan y productos de panadería y confitería,4721
47219,Venta al por menor de productos alimenticios n.c.p. en comercios especializados,4721
4722,Venta al por menor de bebidas,
47220,Venta al por menor de bebidas,4722
4723,Venta al por menor de tabaco,
47230,Venta al por menor de tabaco,4723
473,Venta al por menor de combustible para vehículos automotores y motocicletas,
4730,Venta al por menor de combustible para vehículos automotores y motocicletas,
47300,Venta al por menor de combustible para vehículos automotores y motocicletas ,4730
474,"Venta al por menor de equipos, periféricos, accesorios y programas informáticos; equipos de telecomunicaciones en comercios especializados",
4740,"Venta al por menor de equipos, periféricos, accesorios y programas informáticos; equipos de telecomunicaciones en comercios especializados",
47401,"Venta al por menor de equipos, periféricos, accesorios y programas informáticos",4741
47402,Venta al por menor de aparatos de telefonía y comunicación,4741
475,Venta al por menor de artículos de uso doméstico n.c.p. en comercios especializados,
4751,"Venta al por menor de productos textiles, excepto prendas de vestir",
47511,"Venta al por menor de hilados, tejidos y artículos de mercería",4751
47512,Venta al por menor de confecciones para el hogar,4751
47512,Venta al por menor de confecciones para el hogar,4753
47519,"Venta al por menor de artículos textiles n.c.p., excepto prendas de vestir",4751
47519,"Venta al por menor de artículos textiles n.c.p., excepto prendas de vestir",4753
4752,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para decoración",
47521,Venta al por menor de aberturas,4752
47522,"Venta al por menor de maderas y artículos de madera  y corcho, excepto muebles",4752
47522,"Venta al por menor de maderas y artículos de madera  y corcho, excepto muebles",4759
47523,Venta al por menor de artículos de ferretería y materiales eléctricos,4752
47524,Venta al por menor de pinturas y productos conexos,4752
47525,Venta al por menor de artículos para plomería e instalación de gas,4752
47526,"Venta al por menor de cristales, espejos, mamparas y cerramientos",4752
47527,"Venta al por menor de papeles para pared, revestimientos para pisos y artículos similares para la decoración: casas de decoración",4753
47529,Venta al por menor de materiales de construcción n.c.p.,4752
4753,"Venta al por menor de electrodomésticos, artefactos para el hogar y equipos de audio y video",
47530,"Venta al por menor de electrodomésticos, artefactos para el hogar y equipos de audio y video",4742
47530,"Venta al por menor de electrodomésticos, artefactos para el hogar y equipos de audio y video",4759
4754,"Venta al  por menor de muebles, artículos de mimbre y corcho, colchones y somieres, artículos de  iluminación y artículos para el hogar n.c.p.",
47541,"Venta al por menor de muebles para el hogar, artículos de mimbre y corcho",4759
47542,Venta al por menor de colchones y somieres,4759
