CLANAE04 ID,CLANAE04 label,CLANAE10 ID,CLANAE10 label
15441,Elaboración de pastas alimenticias frescas,10741,Elaboración de pastas alimenticias frescas
15442,Elaboración de pastas alimenticias secas,10742,Elaboración de pastas alimenticias secas
15491,"Tostado, torrado y molienda de café; elaboración y  molienda de hierbas aromáticas y especias",10791,"Tostado, torrado y molienda de café; elaboración y  molienda de hierbas aromáticas y especias"
15492,Preparación de hojas de té,10792,Preparación de hojas de té
15493,Elaboración de yerba mate,10793,Elaboración de yerba mate
15494,Elaboración de comidas preparadas para reventa,10750,Elaboración de comidas preparadas para reventa
15499,Elaboración de productos alimenticios n.c.p.,10799,Elaboración de productos alimenticios n.c.p.
15511,Destilación de alcohol etílico,20121,Fabricación de alcohol
15512,"Destilación, rectificación y mezcla de bebidas espirituosas",11010,"Destilación, rectificación y mezcla de bebidas espiritosas"
15521,Elaboración de vinos,11021,Elaboración de vino
15529,Elaboración de sidra y otras bebidas alcohólicas fermentadas a partir de frutas,11029,Elaboración de sidra y otras bebidas alcohólicas fermentadas
15530,"Elaboración de cerveza, bebidas malteadas y de malta",11030,"Elaboración de cerveza, bebidas malteadas y malta"
15541,Elaboración de soda y aguas,11041,Elaboración de soda y aguas
15542,"Elaboración de bebidas gaseosas, excepto soda",11042,"Elaboración de bebidas gaseosas, excepto soda y aguas"
15549,"Elaboración de hielo, jugos envasados para diluir y otras bebidas no alcohólicas",11049,Elaboración de hielo y bebidas no alcohólicas n.c.p.
15800,Servicios industriales para la elaboración de alimentos y bebidas,10900,Servicios industriales para la elaboración de alimentos y bebidas
16001,Preparación de hojas de tabaco,12001,Preparación de hojas de tabaco
16009,Elaboración de cigarrillos y  productos de tabaco n.c.p.,12009,Elaboración de cigarrillos y  productos de tabaco n.c.p.
17111,Preparación de fibras textiles vegetales; desmotado de algodón ,13111,Preparación de fibras textiles vegetales; desmotado de algodón 
17112,Preparación de fibras animales de uso textil; lavado de lana,13112,Preparación de fibras animales de uso textil
17113,Fabricación de hilados de fibras textiles,13113,Fabricación de hilados de fibras textiles
17114,"Fabricación de tejidos textiles, incluso en hilanderías y tejedurías integradas ",13120,"Fabricación de tejidos textiles, incluso en hilanderías y tejedurías integradas "
17115,Fabricación de tejidos de punto,13910,Fabricación de tejidos de punto
17120,Acabado de productos textiles,13130,Acabado de productos textiles
17210,"Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir",13920,"Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir"
17220,Fabricación de tapices y alfombras,13930,Fabricación de tapices y alfombras
17230,"Fabricación de cuerdas, cordeles, bramantes y redes",13940,"Fabricación de cuerdas, cordeles, bramantes y redes"
17290,Fabricación de productos textiles n.c.p.,13130,Acabado de productos textiles
17290,Fabricación de productos textiles n.c.p.,13990,Fabricación de productos textiles n.c.p.
17290,Fabricación de productos textiles n.c.p.,17091,Fabricación de artículos de papel y cartón de uso doméstico e higiénico sanitario
18111,"Confección de ropa interior, prendas para dormir y para la playa",14111,"Confección de ropa interior, prendas para dormir y para la playa"
18112,"Confección de ropa de trabajo, uniformes, guardapolvos y artículos de seguridad",14112,"Confección de ropa de trabajo, uniformes y guardapolvos"
18112,"Confección de ropa de trabajo, uniformes, guardapolvos y artículos de seguridad",32904,Fabricación de equipo de protección y seguridad; excepto calzado
18113,Confección de prendas de vestir para bebés y niños,14113,Confección de prendas de vestir para bebés y niños
18114,Confección de prendas deportivas,14114,Confección de prendas deportivas
18119,"Confección de prendas de vestir n.c.p., excepto prendas de piel y cuero",14119,"Confección de prendas de vestir n.c.p., excepto prendas de piel, cuero y de punto"
18120,Confección de prendas y accesorios de vestir de cuero,14120,Confección de prendas y accesorios de vestir de cuero
18200,"Terminación y teñido de pieles; fabricación de prendas, accesorios de vestir y otros artículos de piel",14200,Terminación y teñido de pieles; fabricación de artículos de piel
18401,Fabricación de medias,14301,Fabricación de medias
18402,Fabricación de suéteres y artículos similares de punto,14302,Fabricación de prendas de vestir y artículos similares de punto
18900,Servicios industriales para la industria confeccionista,14900,Servicios industriales para la industria confeccionista
19110,Curtido y terminación de cueros,15110,Curtido y terminación de cueros
19120,"Fabricación de maletas, bolsos de mano y similares, artículos de talabartería y artículos de cuero n.c.p.",15120,"Fabricación de maletas, bolsos de mano, artículos de talabartería y artículos de cuero n.c.p."
19120,"Fabricación de maletas, bolsos de mano y similares, artículos de talabartería y artículos de cuero n.c.p.",32904,Fabricación de equipo de protección y seguridad; excepto calzado
19201,"Fabricación de calzado de cuero, excepto el ortopédico",15201,"Fabricación de calzado de cuero, excepto calzado deportivo y ortopédico"
19202,"Fabricación de calzado de tela, plástico, goma, caucho y otros materiales, excepto calzado ortopédico y de asbesto",15202,"Fabricación de calzado de materiales n.c.p., excepto calzado deportivo y ortopédico"
19202,"Fabricación de calzado de tela, plástico, goma, caucho y otros materiales, excepto calzado ortopédico y de asbesto",32300,Fabricación de artículos de deporte
19203,Fabricación de partes de calzado ,15204,Fabricación de partes de calzado 
19204,Fabricación de calzado deportivo,15203,Fabricación de calzado deportivo de cualquier material
20100,Aserrado y cepillado de madera,16100,Aserrado y cepillado de madera
20210,Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados; tableros laminados; tableros de partículas y tableros y paneles n.c.p.,16210,Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados; tableros laminados; tableros de partículas y tableros y paneles n.c.p.
20220,Fabricación de partes y piezas de carpintería para edificios y construcciones,16220,Fabricación de partes y piezas de carpintería para edificios y construcciones
20230,Fabricación de recipientes de madera,16230,Fabricación de recipientes de madera
20290,"Fabricación de productos de madera n.c.p.; fabricación de artículos de corcho, paja y materiales trenzables",16290,"Fabricación de productos de madera n.c.p.; fabricación de artículos de corcho, paja y materiales trenzables"
20290,"Fabricación de productos de madera n.c.p.; fabricación de artículos de corcho, paja y materiales trenzables",32904,Fabricación de equipo de protección y seguridad; excepto calzado
21010,"Fabricación de pasta de madera, papel y cartón",17010,"Fabricación de pasta de madera, papel y cartón"
21020,Fabricación de papel y cartón ondulado y de envases de papel y cartón,17020,Fabricación de papel y cartón ondulado y envases de papel y cartón
21091,Fabricación de artículos de papel y cartón de uso doméstico e higiénico sanitario,17091,Fabricación de artículos de papel y cartón de uso doméstico e higiénico sanitario
21099,Fabricación de artículos de papel y cartón n.c.p.,17099,Fabricación de artículos de papel y cartón n.c.p.
22110,"Edición de libros, folletos, partituras y otras publicaciones",32909,Industrias manufactureras n.c.p.
22110,"Edición de libros, folletos, partituras y otras publicaciones",58110,"Edición de libros, folletos y otras publicaciones"
22110,"Edición de libros, folletos, partituras y otras publicaciones",58120,Edición de directorios y listas de correos
22110,"Edición de libros, folletos, partituras y otras publicaciones",59200,Servicios de grabación de sonido y edición de música
22120,"Edición de periódicos, revistas y publicaciones periódicas",58130,"Edición de periódicos, revistas y publicaciones periódicas"
22130,Edición de grabaciones,59200,Servicios de grabación de sonido y edición de música
22190,Edición n.c.p.,58190,Edición n.c.p.
22210,Impresión,18110,Impresión
22220,Servicios relacionados con la impresión,18120,Servicios relacionados con la impresión
22300,Reproducción de grabaciones,18200,Reproducción de grabaciones
23100,Fabricación de productos de hornos de coque,19100,Fabricación de productos de hornos de coque
23200,Fabricación de productos de la refinación del petróleo,19200,Fabricación de productos de la refinación del petróleo
23300,Fabricación de combustible nuclear,20114,"Fabricación de combustible nuclear, sustancias y materiales radiactivos"
23300,Fabricación de combustible nuclear,21003,Fabricación de sustancias químicas para la elaboración de medicamentos
23300,Fabricación de combustible nuclear,24209,Fabricación de productos primarios de metales preciosos y metales no ferrosos n.c.p. y sus semielaborados
23300,Fabricación de combustible nuclear,38120,"Recolección, transporte, tratamiento y disposición final de residuos peligrosos"
24111,Fabricación de gases comprimidos y licuados.,20111,Fabricación de gases industriales y medicinales comprimidos o licuados
24112,Fabricación de curtientes naturales y sintéticos.,20112,Fabricación de curtientes naturales y sintéticos
24113,"Fabricación de materias colorantes básicas, excepto pigmentos preparados.",20113,"Fabricación de materias colorantes básicas, excepto pigmentos preparados"
24118,"Fabricación de materias químicas inorgánicas básicas, n.c.p.",20118,"Fabricación de sustancias químicas inorgánicas básicas, n.c.p."
24119,"Fabricación de materias químicas orgánicas básicas, n.c.p.",20119,"Fabricación de sustancias químicas orgánicas básicas, n.c.p."
24120,Fabricación de abonos y compuestos de nitrógeno,20130,Fabricación de abonos y compuestos de nitrógeno
24120,Fabricación de abonos y compuestos de nitrógeno,38110,"Recolección, transporte, tratamiento y disposición final de residuos no peligrosos"
24130,Fabricación de plásticos en formas primarias y de caucho sintético,20140,Fabricación de plásticos en formas primarias y de caucho sintético
24210,Fabricación de plaguicidas y  productos químicos de uso agropecuario ,20210,"Fabricación de insecticidas, plaguicidas y  productos químicos de uso agropecuario "
24220,Fabricación de pinturas; barnices y productos de revestimiento similares; tintas de imprenta y masillas,20220,Fabricación de pinturas; barnices y productos de revestimiento similares; tintas de imprenta y masillas
24231,Fabricación de medicamentos de uso humano y productos farmacéuticos,21001,Fabricación de medicamentos de uso humano y productos farmacéuticos
24232,Fabricación de medicamentos de uso veterinario,21002,Fabricación de medicamentos de uso veterinario
24233,Fabricación de sustancias químicas para la elaboración de medicamentos,21003,Fabricación de sustancias químicas para la elaboración de medicamentos
24239,Fabricación de productos de laboratorio y productos botánicos n.c.p. ,21009,Fabricación de productos de laboratorio y productos botánicos de uso farmacéutico n.c.p. 
24241,Fabricación de jabones y preparados de limpieza,20231,Fabricación de jabones y preparados de limpieza
24249,"Fabricación de cosméticos, perfumes y  productos de higiene y tocador",20232,"Fabricación de cosméticos, perfumes y productos de higiene y tocador"
24290,Fabricación de productos químicos n.c.p.,10799,Elaboración de productos alimenticios n.c.p.
24290,Fabricación de productos químicos n.c.p.,20122,"Fabricación de biocombustibles, excepto alcohol"
24290,Fabricación de productos químicos n.c.p.,20290,Fabricación de productos químicos n.c.p.
24300,Fabricación de fibras manufacturadas,20300,Fabricación de fibras manufacturadas
24400,Servicios industriales para la fabricación de sustancias y productos químicos,20400,Servicios industriales para la fabricación de sustancias y productos químicos
25111,Fabricación de cubiertas y cámaras,22111,Fabricación de cubiertas y cámaras
25112,Recauchutado y renovación de cubiertas,22112,Recauchutado y renovación de cubiertas
25190,Fabricación de  productos de caucho n.c.p.,22190,Fabricación de productos de caucho n.c.p.
25190,Fabricación de  productos de caucho n.c.p.,32904,Fabricación de equipo de protección y seguridad; excepto calzado
25201,Fabricación de envases plásticos,22201,Fabricación de envases plásticos
25209,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",22209,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles"
25209,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",27102,Fabricación de aparatos de distribución y control de la energía eléctrica
25209,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",32904,Fabricación de equipo de protección y seguridad; excepto calzado
26101,Fabricación de envases de vidrio,23101,Fabricación de envases de vidrio
26102,Fabricación y elaboración de vidrio plano,23102,Fabricación y elaboración de vidrio plano
26109,Fabricación de productos de vidrio n.c.p.,23109,Fabricación de productos de vidrio n.c.p.
26911,Fabricación de artículos sanitarios de cerámica,23931,Fabricación de artículos sanitarios de cerámica
26919,Fabricación de artículos de cerámica no refractaria para uso no estructural n.c.p.,23939,"Fabricación de artículos de cerámica no refractaria, para uso no estructural n.c.p."
26920,Fabricación de productos de cerámica refractaria,23910,Fabricación de productos de cerámica refractaria
26930,Fabricación de productos de arcilla y cerámica no refractaria para uso estructural,23920,"Fabricación de productos de arcilla y cerámica no refractaria, para uso estructural"
26941,Elaboración de cemento,23941,Elaboración de cemento
26942,Elaboración de cal y yeso,23942,Elaboración de cal y yeso
26951,Fabricación de mosaicos,23951,Fabricación de mosaicos
26959,"Fabricación de artículos de cemento, fibrocemento y yeso excepto mosaicos",23959,"Fabricación de artículos de cemento, fibrocemento y yeso, excepto mosaicos"
